Card_Num,  Card Name,  Type,  Rarity,  Value ($),  Attribute,  Sub Type,  Level,  ATK,  DEF,  Card Text
EEN-ENSE3,Sacred Phoenix of Nephthys,Effect Monster,Secret Rare,35.00,Fire,Winged Beast,8,2400,1600,"If this card is destroyed by a card effect, Special Summon this card during your next Standby Phase. If you Special Summon this card in this way, destroy all Spell and Trap Cards on the field."
EEN-ENSE4,Silent Swordsman LV5,Effect Monster,Secret Rare,36.00,Light,Warrior,5,2300,1000,"This card is unaffected by your opponent's Spell Cards. If this card attacks your opponent's Life Points directly, during your next Standby Phase, send this face-up card to the Graveyard to Special Summon 1 Silent Swordsman LV7 from your hand or Deck."
SOI-EN001,"Uria, Lord of Searing Flames",Effect Monster,Ultra Rare,27.00,Fire,Pyro,10,0,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 face-up Trap Cards from your side of the field to the Graveyard. Increase the ATK of this card by 1000 points for each Continuous Trap Card in your Graveyard. Once per turn, you can destroy 1 Set Spell or Trap Card on your opponent's side of the field. Spell and Trap Cards cannot be activated in response to this effect's activation."
SOI-EN002,"Hamon, Lord of Striking Thunder",Effect Monster,Ultra Rare,21.00,Light,Thunder,10,4000,4000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 face-up Continuous Spell Cards from your side of the field to the Graveyard. When this card destroys your opponent's monster as a result of battle and sends it to the Graveyard, inflict 1000 points of damage to your opponent's Life Points. While this card is in face-up Defense Position on your side of the field, your opponent cannot select another monster as an attack target."
SOI-EN003,"Raviel, Lord of Phantasms",Effect Monster,Ultra Rare,21.00,Dark,Fiend,10,4000,4000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 3 Fiend-Type monsters on your side of the field. Each time your opponent Normal Summons a monster(s), Special Summon 1 Phantasm Token (Fiend-Type/DARK/Level 1/ATK 1000/DEF 1000) on your side of the field. This token cannot declare an attack. Once per turn, by Tributing 1 monster on your side of the field, increase the ATK of this card by the original ATK of the Tributed monster, until the End Phase of this turn."
SOI-EN004,Elemental Hero Neo Bubbleman,Effect Monster,Common,0.30,Water,Warrior,4,800,1200,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending Elemental Hero Bubbleman on your side of the field and Metamorphosis in your hand to the Graveyard. This card's name is treated as Elemental Hero Bubbleman while it is face-up on the field. Destroy an opponent's monster that battles this card at the end of the Damage Step.
SOI-EN005,Hero Kid,Effect Monster,Common,0.30,Earth,Warrior,2,300,600,"When this card is Special Summoned, you can Special Summon any number of Hero Kid(s) from your Deck."
SOI-EN006,Cyber Barrier Dragon,Effect Monster,Super Rare,6.00,Light,Machine,6,800,2800,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of Attack Reflector Unit. Once per turn, while this card is in Attack Position, negate your opponent's first attack."
SOI-EN007,Cyber Laser Dragon,Effect Monster,Ultra Rare,17.00,Light,Machine,7,2400,1800,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of Photon Generator Unit. You can destroy 1 monster with ATK or DEF equal to or higher than the ATK of this card. You can only use this effect once per turn.
SOI-EN008,Ancient Gear,Effect Monster,Common,0.10,Earth,Machine,2,100,800,"While an Ancient Gear is face-up on your side of the field, you can Special Summon this card from your hand in Attack Position."
SOI-EN009,Ancient Gear Cannon,Effect Monster,Common,0.10,Earth,Machine,2,500,500,"By Tributing this card, inflict 500 points of damage to your opponent's Life Points, and then neither player can activate Trap Cards during the Battle Phase of this turn."
SOI-EN010,Proto-Cyber Dragon,Effect Monster,Rare,0.50,Light,Machine,3,1100,600,This card's name is treated as Cyber Dragon while it is face-up on the field.
SOI-EN011,Adhesive Explosive,Effect Monster,Rare,0.50,Wind,Machine,3,1000,1000,"If your opponent's monster attacks this face-down Defense Position card, this card becomes an Equip Card equipped to the attacking monster, without applying damage calculation. Destroy the equipped monster during the Standby Phase of your opponent's next turn."
SOI-EN012,Machine King Prototype,Effect Monster,Common,0.30,Earth,Machine,3,1600,1500,Increase the ATK and DEF of this card by 100 points for each Machine-Type monster on the field other than this card.
SOI-EN013,B.E.S. Covered Core,Effect Monster,Super Rare,9.80,Earth,Machine,7,2500,800,"Put 2 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, toss a coin and call it at the end of the Damage Step. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy this card at the end of the Damage Step."
SOI-EN014,D.D. Guide,Effect Monster,Common,0.30,Dark,Warrior,4,1400,1000,"When this card is Normal Summoned, control of this card shifts to your opponent. During each player's End Phase, your opponent selects 1 card from the Graveyard of this card's controller and removes it from play."
SOI-EN015,Chain Thrasher,Effect Monster,Common,0.30,Wind,Warrior,4,1000,600,"In addition to a normal attack, this card can attack during the same Battle Phase as many times as the number of Chain Thrasher(s) in your Graveyard."
SOI-EN016,Disciple of the Forbidden Spell,Effect Monster,Common,0.10,Light,Warrior,4,1700,800,"When this card is Normal Summoned, Flip Summoned, or Special Summoned, declare different Monster Card Attributes equal to the number of Disciple of the Forbidden Spell(s) in your Graveyard. If this card attacks a monster that has a declared Attribute, destroy the monster without applying damage calculation."
SOI-EN017,Tenkabito Shien,Effect Monster,Common,0.30,Fire,Pyro,4,1500,1000,This card is unaffected by the effects of Trap Cards.
SOI-EN018,Parasitic Ticky,Effect Monster,Common,0.40,Earth,Insect,1,-1,-1,The ATK and DEF of this card are equal to the number of Tokens on the field x 500 points.
SOI-EN019,Gokipon,Effect Monster,Common,0.10,Earth,Insect,2,800,800,"When this card is destroyed as a result of battle and sent to the Graveyard, add 1 Insect-Type monster with an ATK of 1500 or less from your Deck to your hand."
SOI-EN020,Silent Insect,Effect Monster,Common,0.10,Earth,Insect,2,200,300,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned. While this card is face-up on the field, negate the effects of all Continuous Spell Cards and Continuous Trap Cards."
SOI-EN021,Chainsaw Insect,Effect Monster,Rare,1.30,Earth,Insect,4,2400,0,"If this card battles a monster, your opponent draws 1 card at the end of the Damage Step."
SOI-EN022,Anteatereatingant,Effect Monster,Common,0.50,Earth,Insect,5,2000,500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 2 Spell or Trap Cards on your side of the field to the Graveyard. This card can destroy 1 Spell or Trap Card on your opponent's side of the field, but it cannot attack this turn if you activate this effect."
SOI-EN023,Saber Beetle,Effect Monster,Common,0.20,Earth,Insect,6,2400,600,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
SOI-EN024,Doom Dozer,Effect Monster,Rare,1.10,Earth,Insect,8,2800,2600,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect-Type monsters in your Graveyard. When this card inflicts Battle Damage to your opponent's Life Points, send 1 card from the top of your opponent's Deck to the Graveyard."
SOI-EN025,Treeborn Frog,Effect Monster,Rare,1.30,Water,Aqua,1,100,100,"If this card is in your Graveyard during your Standby Phase and there are no Spell or Trap Cards on your side of the field, you can Special Summon this card to your side of the field. This effect cannot be activated if there is a face-up Treeborn Frog on your side of the field."
SOI-EN026,Beelze Frog,Effect Monster,Common,0.10,Water,Aqua,3,1200,800,Increase the ATK of this card by 300 points for each T.A.D.P.O.L.E. in your Graveyard.
SOI-EN027,Princess Pikeru,Effect Monster,Rare,1.10,Light,Spellcaster,4,2000,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of Trial of the Princesses. During your Standby Phase, increase your Life Points by 800 points for each monster on your side of the field."
SOI-EN028,Princess Curran,Effect Monster,Rare,0.60,Dark,Spellcaster,4,2000,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of Trial of the Princesses. During your Standby Phase, inflict 600 points of damage to your opponent's Life Points for each monster on your opponent's side of the field."
SOI-EN029,Memory Crusher,Effect Monster,Rare,1.10,Dark,Fiend,3,1000,600,"If this card attacks your opponent's Life Points directly, inflict damage to your opponent's Life Points equal to the number of cards in your opponent's Fusion Deck x 100 points."
SOI-EN030,Malice Ascendant,Effect Monster,Common,0.50,Dark,Zombie,4,700,1000,"While this card is face-up on the field, during your opponent's Standby Phase, send a number of cards from the top of your opponent's Deck to the Graveyard equal to the number of Malice Ascendant(s) in your Graveyard."
SOI-EN031,Grass Phantom,Effect Monster,Common,0.50,Water,Plant,3,1000,1000,Increase the ATK of this card by 500 points for each Grass Phantom in your Graveyard.
SOI-EN032,Sand Moth,Effect Monster,Common,0.50,Earth,Rock,4,1000,2000,"When this face-down Defense Position card is destroyed and sent to the Graveyard, except as a result of battle, switch the original ATK and DEF of this card, and Special Summon it to your side of the field."
SOI-EN033,Divine Dragon - Excelion,Effect Monster,Super Rare,4.10,Light,Dragon,5,1500,900,"When this card is Normal Summoned, it gets 1 of the following effects for each Divine Dragon - Excelion in your Graveyard when this effect resolves (your choice). These effects cannot accumulate. Increase the ATK of this card by 1000 points. If this card destroys your opponent's monster as a result of battle, it can attack once again in a row. When this card destroys a monster as a result of battle and sends it to the Graveyard, inflict damage to your opponent's Life Points equal to the ATK of the destroyed monster."
SOI-EN034,"Ruin, Queen of Oblivion",Ritual/Effect Monster,Super Rare,11.00,Light,Fairy,8,2300,2000,"This card can only be Ritual Summoned with the Ritual Spell Card, End of the World. If this card destroys your opponent's monster as a result of battle, it can attack once again in a row."
SOI-EN035,"Demise, King of Armageddon",Ritual/Effect Monster,Super Rare,10.00,Dark,Fiend,8,2400,2000,"This card can only be Ritual Summoned with the Ritual Spell Card, End of the World. By paying 2000 Life Points, destroy all cards on the field except this card."
SOI-EN036,D.3.S. Frog,Fusion/Effect Monster,Common,0.20,Water,Aqua,8,2500,2000,Des Frog + Des Frog + Des Frog A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. Increase the ATK of this card by 500 points for each Treeborn Frog in your Graveyard.
